id,first_name,last_name,swimming_school_id,phone_num,empoyment_date,salary
2515,Sylwia,Nguyea,41,+65565353894,2023-09-03,6000
2516,Alina,Gonzalea,23,+48720895996,2020-02-23,5600
2517,Henryk,Allen,1,+12476749955,2025-09-17,8500
2518,Stefan,Zając,39,+65518957345,2022-11-04,7800
2519,Adam,Lis,37,+11459631040,2011-07-19,9900
2520,Ava,Kowalczya,6,+48473197326,2013-12-11,6700
2521,Grzegorz,Jankowski,9,+12269941885,2008-08-28,7100
2522,Kamil,Kubiak,23,+13820779902,2025-07-30,5100
2523,Liam,Campbell,6,+11799269409,2020-08-05,5900
2524,Clara,Millea,39,+10563544143,2013-08-21,7000
2525,Kamil,Johnson,40,+11612420390,2019-04-24,9200
2526,Ingrid,Baker,42,+48061325991,2024-09-14,10000
2527,Victoria,Davia,35,+11011337163,2004-02-01,8700
2528,Karolina,Adama,8,+11053236827,2019-04-15,9300
2529,Leo,Lee,20,+12203062824,2007-11-23,5900
2530,Lucas,Garcia,18,+42369189948,2019-05-30,9400
2531,Agnieszka,Sanchea,25,+42192587306,2014-08-08,7900
2532,Bartosz,Parker,3,+11789848834,2010-04-15,5200
2533,Charlotte,Zieliński,15,+212323749969,2022-11-30,8500
2534,Theo,Scott,14,+12462016065,2022-12-02,6000
2535,Alexander,Kubiak,21,+13053311564,2024-05-28,9100
2536,Mateusz,Wojciechowski,15,+48775757610,2009-04-16,5600
2537,Tomasz,Jackson,17,+10833997223,2015-03-04,5700
2538,Kamil,Mazur,39,+48825217628,2006-11-17,9700
2539,Marta,Tomaszewska,6,+65339671473,2012-09-21,6300
2540,Laura,Majewska,25,+212630251829,2011-08-12,10000
2541,Anna,Mazua,44,+65431505794,2024-10-05,7800
2542,Mateusz,Martin,7,+11444946568,2017-06-15,8500
2543,Julia,Tomaszewska,28,+10931680183,2008-10-03,5700
2544,Emma,Whita,48,+11118195364,2021-12-16,7400
2545,Theo,Anderson,45,+65353412053,2009-07-14,5300
2546,Elena,Torrea,3,+212180805877,2013-05-24,9300
2547,Theo,Kamiński,8,+10531316891,2025-05-16,6800
2548,Katarzyna,Tomaszewska,44,+212006547468,2016-10-02,5000
2549,Leon,Sikora,36,+42869344247,2005-09-03,5400
2550,Damian,Lopez,27,+42476218554,2008-03-29,9300
2551,Luna,Baraa,15,+12763170618,2017-08-16,5800
2552,Anastasia,Baraa,40,+48833646111,2021-03-10,9100
2553,Magdalena,Lia,30,+65247517094,2024-09-11,9600
2554,Marta,Walczaa,10,+65209697482,2006-04-05,5600
2555,Karolina,Hila,32,+212762618530,2021-03-11,6100
2556,Oliver,Harris,3,+48142649337,2022-03-07,7200
2557,Leon,Czarnecki,14,+13776695725,2011-04-14,9100
2558,Magdalena,Bakea,50,+212735435137,2012-06-30,7300
2559,Elżbieta,Millea,31,+12295761707,2025-09-20,8300
2560,Beata,Smita,6,+13000974790,2024-04-26,5600
2561,Ethan,Martinez,30,+12264798204,2019-10-25,5000
2562,Denis,Piasecki,25,+10856897687,2011-08-26,5300
2563,Andrzej,Sokołowski,24,+42717643720,2011-02-19,7500
2564,Alexander,Wilk,23,+42866108175,2025-12-17,9700
2565,Noah,Martin,40,+10054248217,2022-11-17,9400
2566,Tomasz,Mazur,36,+42228039275,2004-04-19,8400
2567,Krzysztof,Król,35,+10467568225,2024-07-21,9700
2568,Maja,Kina,41,+10122057788,2020-05-29,6200
2569,Antoni,Parker,30,+42447686625,2025-07-31,5800
2570,Krzysztof,Smith,9,+11520796351,2020-08-26,5100
2571,Mia,Czarnecka,3,+12787291806,2008-09-18,5300
2572,Hanna,Phillipa,30,+11682010795,2024-05-07,8200
2573,Aleksandra,Gonzalea,12,+42122873065,2005-08-27,8600
2574,Leon,Carter,25,+12309337889,2018-04-14,8200
2575,Monika,Lopea,29,+212472403454,2007-06-26,8900
2576,Ingrid,Wright,14,+12692171144,2015-05-09,6700
2577,Lena,Wiśniewska,25,+48185298554,2000-08-28,6300
2578,Leon,Williams,48,+10897265209,2024-08-09,8300
2579,Aleksandra,Dąbrowska,17,+11693547954,2013-07-12,8300
2580,Franciszek,Walker,28,+11704224930,2020-04-09,9500
2581,Paweł,Sokołowski,48,+12234600352,2022-03-29,7100
2582,Ella,Rutkowska,38,+42385539546,2022-05-06,6200
2583,Oliver,Zieliński,13,+13618946076,2015-07-30,6300
2584,Isabella,Nelsoa,4,+12499802417,2007-07-18,5300
2585,Mia,Stępiea,4,+10143613882,2024-01-10,8200
2586,Alexander,Olszewski,27,+13766799364,2021-05-22,6600
2587,Alexander,Lewandowski,16,+212454771881,2019-02-19,7100
2588,Łukasz,Jackson,32,+48675278612,2019-04-26,7700
2589,Agnieszka,Kowalczya,14,+13821449351,2010-12-27,9200
2590,Magdalena,Mróa,29,+12155499647,2018-10-18,9300
2591,Liam,Marciniak,5,+212644610133,2025-04-08,7500
2592,Alexander,Rodriguez,46,+65712222794,2018-05-31,6400
2593,Oliver,Szymański,6,+42001276207,2021-12-30,5800
2594,Clara,Cartea,49,+212453727816,2025-08-26,7900
2595,Amelia,Króa,3,+42039714145,2024-09-01,7100
2596,Katarzyna,Kwiatkowska,43,+10215614049,2024-09-11,5600
2597,Karolina,Scota,11,+42785288134,2013-05-11,9800
2598,Elena,Youna,31,+13101030501,2024-11-06,8900
2599,Veronika,Whita,6,+10904481390,2022-04-05,6800
2600,Katarzyna,Garcia,25,+48429451234,2024-08-13,8600
2601,Ava,Baraa,36,+13202063007,2025-01-31,7400
2602,Andrzej,Martinez,8,+42878278795,2015-05-22,7500
2603,Karolina,Martinea,6,+65517874010,2020-01-12,9600
2604,Oskar,Pawłowski,1,+65186310591,2019-08-02,6700
2605,Andrzej,Grabowski,39,+42290564019,2013-12-09,9600
2606,Emilia,Torrea,3,+212973390840,2024-03-20,6600
2607,Olivia,Błaszczya,26,+12238442619,2013-08-24,9700
2608,Alan,Scott,3,+10137937044,2021-01-21,8800
2609,Magdalena,Campbela,25,+48253216137,2021-04-22,7900
2610,Katarzyna,Wiśniewska,1,+65777115510,2023-04-07,8600
2611,Antoni,Miller,4,+10308469194,2020-05-30,6900
2612,Sylwia,Zielińska,10,+42535787834,2025-05-26,6800
2613,Ewa,Wila,33,+212611616271,2020-12-30,8500
2614,Oliver,Nelson,20,+42254816281,2011-01-04,6700
2615,Noah,Scott,31,+11337275456,2024-05-21,5900
2616,Emma,Johnsoa,31,+12814469249,2023-03-22,5200
2617,Stefan,Kamiński,41,+12981332343,2008-10-19,7800
2618,Agnieszka,Andersoa,33,+13130374290,2022-03-29,7000
2619,Wojciech,Lopez,25,+12879683468,2012-11-07,7800
2620,Adam,White,48,+48969477371,2022-07-08,9000
2621,Marcin,Phillips,40,+65459620352,2019-01-06,8300
2622,Paulina,Lopea,43,+65928490009,2002-03-14,8800
2623,Vanessa,Perea,5,+11782723766,2022-01-02,7600
2624,Maximilian,Parker,36,+11445061663,2008-06-08,8000
2625,Ingrid,Miller,46,+13025642771,2025-12-11,6500
2626,Jakub,Jones,20,+11285415571,2010-12-22,5500
2627,Igor,Green,1,+48096903744,2025-01-23,7600
2628,Grzegorz,Baker,46,+48407467129,2023-11-21,8200
2629,Magdalena,Thomaa,14,+13940568554,2016-10-11,6400
2630,Vanessa,Wojciechowska,42,+12535118982,2024-02-06,7300
2631,Adam,Wilk,21,+12733660370,2023-07-25,6500
2632,Denis,Błaszczyk,36,+212530563058,2025-05-10,9600
2633,Stanisław,Wilson,29,+12832560537,2022-06-19,5700
2634,Leo,Zieliński,27,+48386874362,2011-02-06,8700
2635,Franciszek,Kowalski,20,+13163888331,2007-07-17,5300
2636,Emilia,Nowaa,31,+13553312630,2025-07-30,8200
2637,Charlotte,Wright,27,+65477345113,2024-09-08,7600
2638,Barbara,Wróbea,49,+42714678377,2024-08-17,7100
2639,Karol,Mitchell,28,+212068709607,2020-04-06,6900
2640,Igor,Woźniak,32,+10891332629,2023-08-30,7200
2641,Elżbieta,Robinsoa,19,+42776989754,2019-01-26,6800
2642,Maja,Króa,21,+11540522538,2023-05-27,6700
2643,Oliver,Young,1,+65686497474,2024-09-22,8600
2644,Szymon,Dąbrowski,42,+10744109141,2025-07-14,9100
2645,Robert,Carter,9,+10094389514,2009-05-31,5200
2646,Katarzyna,Wiśniewska,35,+12567220800,2009-06-17,5900
2647,Ewa,Majewska,7,+212921221474,1994-11-27,9000
2648,Julian,Zieliński,29,+48741103961,2007-09-01,8800
2649,Alexander,Piotrowski,26,+11104348173,2022-10-19,5400
2650,Maximilian,Król,32,+42065428465,2018-06-24,7800
2651,Wojciech,Lewandowski,41,+12865947002,2014-01-26,9400
2652,Wojciech,Jones,13,+48999430624,2010-04-11,8200
2653,Julian,Scott,7,+10794884212,2015-02-11,8200
2654,Helena,Michalska,37,+42945738848,2009-03-21,8000
2655,Patryk,Sokołowski,30,+48190173566,2020-04-15,7000
2656,Noah,Wright,33,+42082491500,2020-07-02,6200
2657,Krzysztof,Gonzalez,41,+42881457381,2008-10-19,5900
2658,Emil,Sikora,27,+13863294270,2022-05-30,6800
2659,Łukasz,Wiśniewski,8,+12027553860,2020-12-25,6000
2660,Julian,Adams,17,+212160938913,2021-11-04,5400
2661,Magdalena,Hernandea,20,+11635508326,2022-01-25,6000
2662,Karol,Jaworski,7,+13964895653,1999-09-15,6400
2663,Franciszek,Majewski,19,+212116305413,2019-09-22,8000
2664,Ewa,Wrigha,31,+11909700566,2025-09-11,5800
2665,Leo,Carter,49,+10393053640,2021-06-30,8200
2666,Paulina,Lia,7,+12057208270,1997-08-12,10000
2667,Stanisław,Czarnecki,3,+12277948106,2021-06-19,6800
2668,Ethan,Dąbrowski,25,+13811074666,2004-08-30,8600
2669,Artur,Young,45,+65624567165,2019-04-02,7200
2670,Ella,Sanchea,24,+12719736589,2012-11-11,9200
2671,Amelia,Kwiatkowska,38,+42097575875,2021-01-31,6200
2672,Krzysztof,Woźniak,14,+212015290889,2020-07-17,7000
2673,Damian,Kamiński,40,+12122180994,2019-08-26,8100
2674,Petra,Davia,50,+10128666864,2013-04-29,8600
2675,Julian,Mróz,17,+11878925764,2021-02-28,8400
2676,Maximilian,Borkowski,3,+13260073086,2000-07-03,7400
2677,Kamil,Borkowski,40,+11958334635,2021-08-12,7600
2678,Maja,Nelsoa,47,+12308943778,2004-02-06,6600
2679,Dorota,Martinea,36,+11691549325,2020-10-22,9200
2680,Małgorzata,Roberta,34,+65208754728,2024-08-12,8700
2681,Barbara,Allea,32,+10322603367,2018-08-24,7400
2682,Mateusz,Clark,32,+11038169515,2023-03-12,7200
2683,Andrzej,Kubiak,33,+11597889116,2022-02-11,7000
2684,Natalia,Stępiea,23,+48724900131,2024-05-26,8300
2685,Emilia,Gonzalea,30,+65444482465,2022-04-12,6200
2686,Emma,Dąbrowska,16,+12889629335,2020-10-05,8100
2687,Ava,Nelsoa,49,+48736033201,2021-03-17,5900
2688,Joanna,Greea,40,+42994543336,2020-01-29,8200
2689,Victoria,Roberta,34,+65849610582,2022-04-01,6000
2690,Lena,Thompsoa,12,+65294557114,2018-02-09,8100
2691,Sebastian,Rodriguez,28,+48587732613,2016-12-09,7600
2692,Ethan,Mazur,15,+212371681408,2015-03-04,9000
2693,Olivia,Browa,4,+13509282862,2001-10-26,5500
2694,Dorota,Lea,17,+48753677180,1996-08-30,9900
2695,Karol,Adamczyk,21,+11588590315,2021-04-12,8900
2696,Paulina,Majewska,35,+48855085809,2002-03-11,8100
2697,Veronika,Millea,4,+65562984281,2018-03-06,5600
2698,Mia,Moora,29,+11090263082,2007-04-10,10000
2699,Jan,Majewski,40,+65594690873,2024-08-27,7900
2700,Julian,Ramirez,6,+12247023557,2018-02-05,5800
2701,Jan,Piasecki,23,+65463702949,2021-06-19,6000
2702,Liam,Tomaszewski,10,+212101986991,2025-03-19,5000
2703,Grzegorz,Perez,7,+11870766435,2009-08-06,5200
2704,Monika,Grabowska,33,+48083014611,2021-08-18,9100
2705,Alexander,Smith,35,+42611344614,2011-09-14,9800
2706,Oliver,Turner,50,+12912949384,2002-03-09,8900
2707,Paulina,Nowaa,33,+10758424937,2023-05-24,6200
2708,Maximilian,Thompson,39,+65973585963,2003-04-30,7200
2709,Petra,Stępiea,20,+65945303337,2008-02-26,6200
2710,Sebastian,Kubiak,5,+42819341994,2018-03-08,8300
2711,Denis,Harris,37,+12792331921,2019-01-14,6900
2712,Anna,Wrigha,24,+11416730437,2007-04-20,5900
2713,Katarzyna,Millea,7,+13796886325,2013-11-16,8200
2714,Ella,Bakea,27,+212902407663,2013-09-09,9300
2715,Anastasia,Piotrowska,30,+12497047875,2023-07-04,9500
2716,Laura,Ramirea,36,+12747492737,2013-01-04,9800
2717,Anastasia,Mróa,50,+13907332519,2012-01-08,5600
2718,Denis,Moore,26,+42484621128,2007-08-13,5600
2719,Veronika,Youna,36,+42441225162,2014-12-20,5500
2720,Barbara,Tomaszewska,36,+48741367621,2022-01-26,8600
2721,Stanisław,Robinson,36,+48894690705,2010-01-30,5200
2722,Robert,Lis,23,+10932517868,2023-09-30,5100
2723,Karol,Pawłowski,13,+65539447997,2018-05-17,9900
2724,Amelia,Michalska,49,+65842555246,2023-10-27,5600
2725,Laura,Andersoa,9,+10473816982,2015-07-26,6600
2726,Monika,Kwiatkowska,31,+42092809821,2025-05-21,6700
2727,Antoni,Sanchez,24,+42914929698,2020-03-28,5200
2728,Victoria,Walkea,2,+12178118895,2025-04-30,7000
2729,Wojciech,Nelson,2,+212595922164,2023-10-11,8100
2730,Anna,Pawłowska,6,+42109136099,2019-12-28,6200
2731,Elżbieta,Borkowska,42,+12297808195,2024-07-26,7700
2732,Victoria,Ramirea,2,+65496126300,2023-09-23,9600
2733,Katarzyna,Wójcia,21,+48953977744,2022-02-01,7000
2734,Michał,Kowalski,38,+12208930052,2021-02-21,7100
2735,Rafał,Robinson,15,+48166299314,2008-03-19,5100
2736,Paweł,Adamczyk,28,+48545437183,2012-08-12,9900
2737,Franciszek,Pawłowski,38,+212459082379,2015-08-21,6600
2738,Sara,Rutkowska,28,+13775312658,2016-12-28,8600
2739,Andrzej,Baran,46,+42161503375,2014-01-04,6300
2740,Dorota,Lopea,40,+13832663569,2019-06-04,8100
2741,Lucia,Rodriguea,33,+65556834667,2025-01-11,5000
2742,Artur,Hill,36,+12816776039,1997-07-30,8100
2743,Vanessa,Króa,15,+65308643862,2011-06-21,9300
2744,Rafał,Parker,30,+48560241259,2023-11-22,8000
2745,Leo,White,16,+42828043150,2017-09-05,6400
2746,Isabella,Błaszczya,17,+12452935345,1997-07-25,6300
2747,Hanna,Grabowska,11,+10965978841,2020-03-08,6900
2748,Franciszek,Pawłowski,12,+11038173461,2000-01-11,5400
2749,Piotr,Sawicki,38,+11698168579,2023-07-06,8900
2750,Liam,Lewis,32,+48888609324,2021-01-15,9900
2751,Tomasz,Kwiatkowski,39,+13148508880,2003-08-15,5500
2752,Jakub,Ramirez,11,+10365109068,2023-08-19,5400
2753,Emilia,Borkowska,7,+65028160817,2022-05-24,9200
2754,Stefan,King,10,+65637678752,2021-05-05,9300
2755,Elena,Phillipa,6,+12183909393,2015-10-24,6600
2756,Nina,Wila,8,+65374743464,2013-01-31,7800
2757,Ella,Lea,1,+10631175741,2024-04-06,6200
2758,Lucia,Walczaa,12,+212702105828,2003-09-06,7000
2759,Petra,Allea,25,+48992936233,2024-06-06,9100
2760,Amelia,Piotrowska,41,+12600531284,2012-03-25,9600
2761,Emma,Lea,24,+42525783398,2015-02-15,5700
2762,Denis,Clark,45,+212614276764,2021-03-11,6800
2763,Adam,Kamiński,39,+13790442625,2018-02-20,8200
2764,Małgorzata,Szymańska,14,+13994184708,2011-11-06,9400
2765,Ingrid,Perez,39,+10456948941,2024-10-13,8400
2766,Amelia,Rodriguea,27,+65340858070,2017-03-12,6900
2767,Bartosz,Błaszczyk,22,+48638007654,2024-09-28,5800
2768,Natalia,Wójcia,36,+48375879708,2003-11-08,5000
2769,Julia,Borkowska,21,+42227156039,2019-07-17,6000
2770,Zbigniew,Wilk,20,+12223938257,2021-06-11,7900
2771,Noah,Jackson,6,+42064512981,2013-02-18,5000
2772,Wojciech,Jackson,31,+11502193034,2024-08-26,5000
2773,Laura,Sanchea,11,+10359718376,2025-09-05,5000
2774,Oliver,Zając,50,+12705281834,2025-11-29,7400
2775,Vanessa,Szymańska,50,+42920059774,2003-12-19,5200
2776,Sebastian,Miller,28,+10631102482,2024-12-17,7100
2777,Isabella,Millea,6,+12832421365,2013-11-06,6100
2778,Ewa,Kozłowska,13,+13738129462,2008-07-12,6500
2779,Dorota,Scota,15,+11049890598,2017-05-25,9800
2780,Damian,Grabowski,20,+48999023448,2011-02-13,6800
2781,Julia,Piotrowska,24,+212978502230,2009-09-06,6200
2782,Karol,Davis,16,+12903790471,2012-08-07,7200
2783,Stanisław,Szymański,10,+65664514815,2024-02-19,6900
2784,Emil,Green,47,+65681669433,1998-07-18,7400
2785,Katarzyna,Gonzalea,28,+42829275968,2025-10-04,7400
2786,Ingrid,Lis,20,+12790255518,2016-04-12,9200
2787,Julia,Michalska,5,+212990835240,2018-02-05,6100
2788,Leon,Dąbrowski,26,+212856290097,2005-06-14,8600
2789,Theo,Perez,45,+12667077326,2014-08-12,7100
2790,Rafał,Sanchez,6,+11482392822,2014-11-18,5600
2791,Joanna,Torrea,27,+13814030430,2024-12-29,8300
2792,Zbigniew,Zieliński,20,+48119665147,2017-12-02,6300
2793,Karol,Taylor,41,+65748648397,2012-01-08,6400
2794,Adrian,Harris,20,+13874889720,2023-01-02,10000
2795,Grzegorz,Miller,44,+10985632828,2024-05-13,5700
2796,Sebastian,Olszewski,16,+65699297506,2020-02-29,7500
2797,Filip,Martin,49,+48674588008,2023-06-22,9200
2798,Grzegorz,Zieliński,34,+212402248381,2021-09-05,8000
2799,Małgorzata,Nowaa,30,+65072335003,2020-10-25,5100
2800,Ingrid,Young,35,+48170217766,2008-09-29,7400
2801,Joanna,Nelsoa,49,+13707494915,2022-01-22,6400
2802,Lena,Kołodziea,44,+65045604969,2021-06-08,9200
2803,Laura,Scota,36,+212109452650,2001-08-12,7200
2804,Alexander,Kołodziej,32,+212630030385,2017-12-24,9800
2805,Zofia,Tomaszewska,24,+12887985903,2024-02-10,8000
2806,Alexander,Kozłowski,42,+13834974974,2023-09-21,9500
2807,Adrian,Zalewski,9,+13276279282,2016-09-11,7300
2808,Amelia,Czarnecka,1,+42524654364,2023-05-27,6600
2809,Noah,Mróz,6,+42599841083,2010-05-05,7500
2810,Ingrid,Dudek,38,+10357682836,2015-11-23,7200
2811,Aleksandra,Lea,28,+10473013433,2018-08-24,7000
2812,Mateusz,Jaworski,36,+65267735065,1997-07-12,8800
2813,Luna,Walczaa,32,+11174429487,2024-08-25,7500
2814,Stefan,Wróbel,47,+10153990614,1993-07-26,6100
2815,Andrzej,Martin,40,+13515473833,2022-10-09,8600
2816,Tomasz,Piotrowski,37,+65087420472,2002-07-24,7000
2817,Marcin,Majewski,22,+13387830347,2012-10-20,6100
2818,Tomasz,Thomas,7,+13656387122,2015-09-08,9100
2819,Clara,Allea,31,+212515362164,2023-08-19,9600
2820,Marta,Andersoa,34,+12475992605,2023-10-26,7600
2821,Luna,Mróa,10,+11959474265,2017-08-10,6300
2822,Elena,Kołodziea,8,+12987463998,2017-05-21,5000
2823,Paulina,Kwiatkowska,46,+10899306289,2021-05-16,7800
2824,Sylwia,Błaszczya,2,+10396102801,2023-07-04,8100
2825,Leon,Czarnecki,1,+13571841230,2020-08-19,7600
2826,Łukasz,Roberts,46,+11737888314,2021-05-18,5900
2827,Ella,Lea,23,+212372646578,2023-04-29,8900
2828,Igor,Mitchell,23,+212746884150,2020-03-19,9600
2829,Laura,Michalska,13,+212746975166,2021-04-15,5300
2830,Veronika,Górska,6,+48168623235,2025-09-25,6800
2831,Isabella,Kamińska,4,+65865249001,2009-04-19,5100
2832,Karolina,Lea,27,+10941753747,2021-01-22,8500
2833,Mateusz,Green,49,+13029512917,2024-04-02,8800
2834,Wojciech,Lee,17,+65902792315,2022-01-20,5400
2835,Alan,Zalewski,47,+12444968433,2008-07-24,5900
2836,Krzysztof,Phillips,22,+12123143924,2024-08-06,5200
2837,Zbigniew,Tomaszewski,32,+48767768252,2024-03-28,8500
2838,Theo,Young,42,+12714753313,2025-02-21,7000
2839,Karolina,Lia,1,+13414380364,2025-09-16,7200
2840,Łukasz,Johnson,37,+212444717388,2017-07-11,9700
2841,Monika,Turnea,38,+12034678166,2022-11-21,7600
2842,Lucas,Michalski,24,+212282413840,2025-11-20,9700
2843,Alexander,King,22,+48084648457,2022-05-17,8600
2844,Filip,Jackson,29,+48800994560,2016-06-23,8000
2845,Sara,Kowalska,43,+13524198025,2025-06-20,6800
2846,Marta,Thomaa,22,+11535625718,2016-02-19,9000
2847,Kamil,Jankowski,7,+48842832817,2011-07-13,6800
2848,Michał,Scott,11,+48331012655,2024-07-28,5100
2849,Dorota,Woźniaa,20,+42317323254,2005-08-19,6900
2850,Oliver,Lewandowski,40,+12208093419,2021-11-24,9400
2851,Petra,Rodriguea,22,+212820676962,1998-08-18,8600
2852,Veronika,Woźniaa,25,+11902865454,2019-09-07,8600
2853,Alexander,Miller,40,+13048108593,2021-08-27,6900
2854,Paulina,Jankowska,18,+42219002808,2016-08-21,8000
2855,Vanessa,Stępiea,50,+12232689469,2008-01-08,6400
2856,Ingrid,Moore,42,+12148173950,2025-10-10,7100
2857,Marcin,Urban,25,+10083485840,2017-12-04,6300
2858,Leo,Walczak,36,+212576645176,2025-06-09,6700
2859,Victoria,Walkea,16,+10302667953,2017-10-20,6800
2860,Patryk,Martinez,33,+13464261953,2023-02-06,9700
2861,Leon,Kaczmarek,28,+13544435464,2011-09-01,6700
2862,Sebastian,Allen,45,+12294818244,2024-07-21,8800
2863,Denis,Wiśniewski,18,+212173593718,2023-04-27,5700
2864,Mateusz,Thompson,6,+212100094254,2022-09-12,8400
2865,Nina,Perea,3,+48112195522,2011-07-26,7900
2866,Ava,Kamińska,21,+42556553696,2018-07-20,5600
2867,Bartosz,Jones,20,+13295299038,2019-07-29,7300
2868,Isabella,Greea,18,+13127415735,2017-11-17,5000
2869,Antoni,Lis,20,+11741616316,2019-04-21,8500
2870,Katarzyna,Lewandowska,17,+10995738905,1998-02-20,8500
2871,Ethan,Grabowski,14,+12706695577,2020-05-05,9800
2872,Charlotte,Majewski,36,+10111979497,2023-04-26,9100
2873,Daniel,Woźniak,28,+212206662947,2021-04-02,9700
2874,Bartosz,Kubiak,8,+12486983366,2024-06-27,5200
2875,Zofia,Martinea,50,+48528085419,2008-04-28,7300
2876,Adam,Zieliński,4,+212230390175,2016-09-14,6400
2877,Krzysztof,Walczak,19,+212606878776,2009-04-26,5500
2878,Charlotte,Jones,2,+65605044172,2023-04-22,7600
2879,Karolina,Rutkowska,17,+65814940269,1999-05-26,6900
2880,Sara,Wila,50,+65529092630,2015-04-25,8500
2881,Mateusz,Hernandez,32,+13901015375,2012-03-15,8800
2882,Laura,Błaszczya,38,+212683694166,2022-05-03,7500
2883,Marcin,Sanchez,47,+42966147526,2025-07-06,6600
2884,Tomasz,Perez,14,+65446511600,2005-12-24,8600
2885,Olivia,Rodriguea,22,+212717336097,2015-09-27,8500
2886,Marta,Allea,1,+65098182448,2021-01-26,5000
2887,Rafał,Mróz,40,+212733926906,2019-08-10,6200
2888,Adam,Zieliński,23,+48865445578,2020-07-14,8300
2889,Artur,Piasecki,6,+11991955324,2010-04-10,10000
2890,Łukasz,Phillips,13,+12793004955,2021-05-18,10000
2891,Ava,Jaworska,40,+42071075742,2020-02-21,7100
2892,Victoria,Moora,12,+48500362627,2002-07-12,5800
2893,Julia,Walkea,31,+42256877091,2022-09-25,8800
2894,Nina,Browa,41,+48655364974,2004-04-25,6300
2895,Ella,Andersoa,33,+12461782321,2023-04-08,6600
2896,Natalia,Zająa,34,+12272924670,2025-08-04,5200
2897,Sylwia,Dąbrowska,23,+48298571160,2020-09-17,7800
2898,Julia,Hernandea,7,+11848981800,1997-04-04,8500
2899,Clara,Millea,15,+212264875001,2018-05-17,5700
2900,Małgorzata,Wila,26,+10232619569,2022-01-25,7300
2901,Elena,Dąbrowska,15,+212944286544,2019-11-13,8500
2902,Dorota,Lopea,44,+42287595627,2025-07-24,7500
2903,Laura,Wróbea,12,+48668162003,2006-04-02,6000
2904,Rafał,Kozłowski,49,+48460657221,2022-03-30,7600
2905,Michał,Michalski,49,+48800162009,2023-01-11,8500
2906,Michał,Jankowski,16,+13113681282,2021-10-06,7500
2907,Michał,Nguyen,24,+42844322832,2008-07-20,9300
2908,Nina,Piotrowska,46,+42213356993,2014-01-29,9000
2909,Adrian,Olszewski,9,+65645300030,2004-04-15,8800
2910,Artur,Allen,42,+12769515903,2025-06-21,7800
2911,Denis,Adams,25,+13158756971,2000-09-02,5500
2912,Kamil,Harris,24,+212095839979,2025-09-30,6200
2913,Rafał,Young,21,+12651095168,2024-01-31,5500
2914,Alina,Sokołowska,37,+212117372387,2014-07-04,7800
2915,Hanna,Wrigha,34,+65536442064,2022-10-12,9200
2916,Łukasz,Smith,41,+212823857755,2009-09-01,7700
2917,Theo,Dąbrowski,29,+212537392958,2014-03-04,8000
2918,Alina,Wojciechowska,24,+48660765540,2005-07-24,9400
2919,Ava,Sokołowska,2,+212027129924,2025-12-06,6300
2920,Julian,Kołodziej,35,+42893999590,1996-11-09,8200
2921,Klara,Whita,27,+12456337488,2025-01-27,7600
2922,Julia,Gonzalea,25,+42245194041,2010-05-09,5100
2923,Stefan,Taylor,22,+12063044141,2003-03-12,7300
2924,Katarzyna,Stępiea,20,+212006661327,2023-07-28,9700
2925,Charlotte,Kubiak,46,+11605765763,2019-04-28,5000
2926,Lena,Olszewska,21,+11490596349,2023-03-05,8900
2927,Oliver,Rodriguez,19,+11555558709,2010-08-15,5100
2928,Lucia,Wilsoa,36,+65493285461,2019-08-12,6700
2929,Lena,Allea,38,+10019585100,2021-03-23,6700
2930,Jan,Turner,32,+12134188086,2015-05-24,8200
2931,Mia,Borkowska,37,+12288913796,2012-02-20,6000
2932,Dorota,Phillipa,18,+10550708660,2014-10-10,9000
2933,Beata,Campbela,22,+42139746527,2020-03-15,7100
2934,Monika,Woźniaa,5,+65388877043,2020-06-14,7500
2935,Joanna,Roberta,8,+48109698179,2014-05-29,9900
2936,Petra,Wrigha,41,+65259778236,2021-07-13,9300
2937,Grzegorz,Lee,6,+65357231274,2015-12-06,8200
2938,Luna,Lea,31,+12535410149,2024-07-18,6900
2939,Oliver,Adamczyk,3,+212750012976,2018-04-29,8900
2940,Victor,Górski,18,+13318068386,2022-01-10,8400
2941,Wojciech,Perez,44,+212648539596,2019-05-16,7100
2942,Ava,Majewska,9,+11700868286,2021-08-08,6300
2943,Amelia,Robinsoa,41,+13169688258,2013-01-04,6800
2944,Marta,Turnea,24,+10218283037,2017-06-22,6100
2945,Hanna,Allea,6,+11589089135,2018-10-20,5600
2946,Małgorzata,Allea,31,+10740026210,2023-11-24,8700
2947,Krzysztof,Baker,50,+48761222331,2003-04-11,6600
2948,Denis,Kowalczyk,18,+13956712779,2019-12-21,9800
2949,Ethan,Parker,24,+13900084997,2015-04-03,6400
2950,Henryk,Nowak,30,+13504369210,2024-02-29,6100
2951,Szymon,Wilk,18,+10516227468,2015-09-18,9700
2952,Petra,Szymańska,39,+42546913086,2024-09-28,9300
2953,Zofia,Gonzalea,48,+10129249202,2021-12-29,7800
2954,Łukasz,Mazur,33,+11928278032,2020-11-28,9700
2955,Leo,Moore,41,+42619787147,2003-06-24,5700
2956,Leon,Martinez,49,+10064170437,2024-08-15,9500
2957,Michał,Wójcik,45,+12238170224,2006-01-01,5200
2958,Emilia,Lopea,34,+12873443766,2025-06-20,7800
